2024-01-05 16:59:19,263 INFO    StreamThr :15978 [internal.py:wandb_internal():86] W&B internal server running at pid: 15978, started at: 2024-01-05 16:59:19.263510
2024-01-05 16:59:19,265 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: status
2024-01-05 16:59:19,266 INFO    WriterThread:15978 [datastore.py:open_for_write():85] open: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/run-wt6rrtvr.wandb
2024-01-05 16:59:19,267 DEBUG   SenderThread:15978 [sender.py:send():375] send: header
2024-01-05 16:59:19,284 DEBUG   SenderThread:15978 [sender.py:send():375] send: run
2024-01-05 16:59:19,730 INFO    SenderThread:15978 [dir_watcher.py:__init__():219] watching files in: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files
2024-01-05 16:59:19,730 INFO    SenderThread:15978 [sender.py:_start_run_threads():1124] run started: wt6rrtvr with start time 1704470359.262806
2024-01-05 16:59:19,730 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:19,730 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:19,731 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: check_version
2024-01-05 16:59:19,731 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: check_version
2024-01-05 16:59:19,825 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: run_start
2024-01-05 16:59:19,829 DEBUG   HandlerThread:15978 [system_info.py:__init__():31] System info init
2024-01-05 16:59:19,829 DEBUG   HandlerThread:15978 [system_info.py:__init__():46] System info init done
2024-01-05 16:59:19,829 INFO    HandlerThread:15978 [system_monitor.py:start():181] Starting system monitor
2024-01-05 16:59:19,829 INFO    SystemMonitor:15978 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-01-05 16:59:19,829 INFO    HandlerThread:15978 [system_monitor.py:probe():201] Collecting system info
2024-01-05 16:59:19,830 INFO    SystemMonitor:15978 [interfaces.py:start():190] Started cpu monitoring
2024-01-05 16:59:19,830 INFO    SystemMonitor:15978 [interfaces.py:start():190] Started disk monitoring
2024-01-05 16:59:19,830 DEBUG   HandlerThread:15978 [system_info.py:probe():195] Probing system
2024-01-05 16:59:19,830 INFO    SystemMonitor:15978 [interfaces.py:start():190] Started gpuapple monitoring
2024-01-05 16:59:19,830 INFO    SystemMonitor:15978 [interfaces.py:start():190] Started memory monitoring
2024-01-05 16:59:19,831 INFO    SystemMonitor:15978 [interfaces.py:start():190] Started network monitoring
2024-01-05 16:59:19,834 DEBUG   HandlerThread:15978 [system_info.py:_probe_git():180] Probing git
2024-01-05 16:59:19,852 DEBUG   HandlerThread:15978 [system_info.py:_probe_git():188] Probing git done
2024-01-05 16:59:19,852 DEBUG   HandlerThread:15978 [system_info.py:probe():240] Probing system done
2024-01-05 16:59:19,852 DEBUG   HandlerThread:15978 [system_monitor.py:probe():210] {'os': 'macOS-13.4.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-01-05T15:59:19.830325', 'startedAt': '2024-01-05T15:59:19.254328', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/exercise_wandb.py', 'codePath': 's4_debugging_and_logging/wandb_sample/exercise_wandb.py', 'git': {'remote': 'https://github.com/tinghui8576/DTU02476-Machine-Learning-Operations.git', 'commit': '7bcda4f98e88749fb922b1ac3074b34795897776'}, 'email': 'tinghui1738cheng@gmail.com', 'root': '/Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations', 'host': 'MacBook-Pro-2.localdomain', 'username': 'tinghui', 'executable': '/Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/env/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'total': 460.4317207336426, 'used': 11.010688781738281}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-01-05 16:59:19,852 INFO    HandlerThread:15978 [system_monitor.py:probe():211] Finished collecting system info
2024-01-05 16:59:19,852 INFO    HandlerThread:15978 [system_monitor.py:probe():214] Publishing system info
2024-01-05 16:59:19,852 DEBUG   HandlerThread:15978 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-01-05 16:59:19,853 DEBUG   HandlerThread:15978 [system_info.py:_save_pip():67] Saving pip packages done
2024-01-05 16:59:19,853 INFO    HandlerThread:15978 [system_monitor.py:probe():216] Finished publishing system info
2024-01-05 16:59:19,856 DEBUG   SenderThread:15978 [sender.py:send():375] send: files
2024-01-05 16:59:19,856 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2024-01-05 16:59:19,858 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: stop_status
2024-01-05 16:59:19,859 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: stop_status
2024-01-05 16:59:19,859 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,859 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,860 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,860 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,860 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,860 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,861 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:19,861 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: partial_history
2024-01-05 16:59:20,120 DEBUG   SenderThread:15978 [sender.py:send():375] send: telemetry
2024-01-05 16:59:20,121 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,121 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,121 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,121 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,121 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,122 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,122 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,122 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,122 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,122 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,122 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,122 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,122 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,123 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,123 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,123 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send():375] send: history
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: summary_record
2024-01-05 16:59:20,123 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send():375] send: telemetry
2024-01-05 16:59:20,123 DEBUG   SenderThread:15978 [sender.py:send():375] send: exit
2024-01-05 16:59:20,123 INFO    SenderThread:15978 [sender.py:send_exit():598] handling exit code: 0
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:send_exit():600] handling runtime: 0
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:send_exit():606] send defer
2024-01-05 16:59:20,124 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,124 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 0
2024-01-05 16:59:20,124 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 0
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 1
2024-01-05 16:59:20,124 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,124 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 1
2024-01-05 16:59:20,124 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 1
2024-01-05 16:59:20,124 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 2
2024-01-05 16:59:20,124 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,124 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 2
2024-01-05 16:59:20,124 INFO    HandlerThread:15978 [system_monitor.py:finish():190] Stopping system monitor
2024-01-05 16:59:20,124 DEBUG   SystemMonitor:15978 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2024-01-05 16:59:20,124 INFO    HandlerThread:15978 [interfaces.py:finish():202] Joined cpu monitor
2024-01-05 16:59:20,124 DEBUG   SystemMonitor:15978 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2024-01-05 16:59:20,125 INFO    HandlerThread:15978 [interfaces.py:finish():202] Joined disk monitor
2024-01-05 16:59:20,125 DEBUG   SystemMonitor:15978 [system_monitor.py:_start():170] Publishing last batch of metrics
2024-01-05 16:59:20,429 INFO    wandb-upload_0:15978 [upload_job.py:push():137] Uploaded file /var/folders/z2/m5_kp65x4ydbtt3mq8bcpw_r0000gn/T/tmpgeknttzowandb/ypg3rhwq-wandb-metadata.json
2024-01-05 16:59:20,736 INFO    Thread-12 :15978 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/wandb-summary.json
2024-01-05 16:59:20,736 INFO    Thread-12 :15978 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/wandb-metadata.json
2024-01-05 16:59:20,736 INFO    Thread-12 :15978 [dir_watcher.py:_on_file_created():278] file/dir created: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/requirements.txt
2024-01-05 16:59:20,791 INFO    HandlerThread:15978 [interfaces.py:finish():202] Joined gpuapple monitor
2024-01-05 16:59:20,791 INFO    HandlerThread:15978 [interfaces.py:finish():202] Joined memory monitor
2024-01-05 16:59:20,791 INFO    HandlerThread:15978 [interfaces.py:finish():202] Joined network monitor
2024-01-05 16:59:20,791 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,791 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 2
2024-01-05 16:59:20,791 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 3
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send():375] send: telemetry
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send():375] send: stats
2024-01-05 16:59:20,792 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,792 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 3
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 3
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 4
2024-01-05 16:59:20,792 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,792 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 4
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 4
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 5
2024-01-05 16:59:20,792 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,792 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 5
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send():375] send: summary
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 5
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 6
2024-01-05 16:59:20,792 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:20,792 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 6
2024-01-05 16:59:20,792 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:20,792 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 6
2024-01-05 16:59:20,794 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: status_report
2024-01-05 16:59:20,864 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: poll_exit
2024-01-05 16:59:21,739 INFO    Thread-12 :15978 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/wandb-summary.json
2024-01-05 16:59:22,990 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 7
2024-01-05 16:59:22,991 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: poll_exit
2024-01-05 16:59:22,991 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:22,991 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 7
2024-01-05 16:59:22,991 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:22,991 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 7
2024-01-05 16:59:22,991 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 8
2024-01-05 16:59:22,991 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:22,991 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 8
2024-01-05 16:59:22,992 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:22,992 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 8
2024-01-05 16:59:22,996 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 9
2024-01-05 16:59:22,996 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:22,996 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 9
2024-01-05 16:59:22,996 DEBUG   SenderThread:15978 [sender.py:send():375] send: artifact
2024-01-05 16:59:23,743 INFO    Thread-12 :15978 [dir_watcher.py:_on_file_modified():295] file/dir modified: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/config.yaml
2024-01-05 16:59:24,465 INFO    wandb-upload_1:15978 [upload_job.py:push():95] Uploaded file /Users/tinghui/Library/Application Support/wandb/artifacts/staging/tmp6royq6en
2024-01-05 16:59:24,475 INFO    wandb-upload_0:15978 [upload_job.py:push():95] Uploaded file /Users/tinghui/Library/Application Support/wandb/artifacts/staging/tmpa54qnanc
2024-01-05 16:59:25,649 INFO    SenderThread:15978 [sender.py:send_artifact():1474] sent artifact job-https___github.com_tinghui8576_DTU02476-Machine-Learning-Op..ons.git_s4_debugging_and_logging_wandb_sample_exercise_wandb.py - {'id': 'QXJ0aWZhY3Q6NjgyNjE5MDAw', 'digest': 'b20e8017f88f9fceda31939e62e3a895', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEyNzcyODUxOQ==', 'latestArtifact': None}, 'version': 'latest'}
2024-01-05 16:59:25,649 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:25,649 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 9
2024-01-05 16:59:25,649 INFO    SenderThread:15978 [dir_watcher.py:finish():365] shutting down directory watcher
2024-01-05 16:59:25,750 INFO    SenderThread:15978 [dir_watcher.py:finish():395] scan: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files
2024-01-05 16:59:25,750 INFO    SenderThread:15978 [dir_watcher.py:finish():409] scan save: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/requirements.txt requirements.txt
2024-01-05 16:59:25,750 INFO    SenderThread:15978 [dir_watcher.py:finish():409] scan save: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/config.yaml config.yaml
2024-01-05 16:59:25,751 INFO    SenderThread:15978 [dir_watcher.py:finish():409] scan save: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/wandb-summary.json wandb-summary.json
2024-01-05 16:59:25,752 INFO    SenderThread:15978 [dir_watcher.py:finish():409] scan save: /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/wandb-metadata.json wandb-metadata.json
2024-01-05 16:59:25,752 INFO    SenderThread:15978 [sender.py:transition_state():626] send defer: 10
2024-01-05 16:59:25,752 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: defer
2024-01-05 16:59:25,753 INFO    HandlerThread:15978 [handler.py:handle_request_defer():170] handle defer: 10
2024-01-05 16:59:25,753 DEBUG   SenderThread:15978 [sender.py:send_request():402] send_request: defer
2024-01-05 16:59:25,753 INFO    SenderThread:15978 [sender.py:send_request_defer():622] handle sender defer: 10
2024-01-05 16:59:25,753 INFO    SenderThread:15978 [file_pusher.py:finish():168] shutting down file pusher
2024-01-05 16:59:25,886 DEBUG   HandlerThread:15978 [handler.py:handle_request():144] handle_request: keepalive
2024-01-05 16:59:26,239 INFO    wandb-upload_0:15978 [upload_job.py:push():137] Uploaded file /Users/tinghui/workspace/github/DTU02476-Machine-Learning-Operations/s4_debugging_and_logging/wandb_sample/wandb/run-20240105_165919-wt6rrtvr/files/config.yaml
